year,age,item,total,"men person","female person"
106,30-39歲嫌犯數,其他,0,0,0
106,30-39歲嫌犯數,毀棄損壞,79,67,12
106,30-39歲嫌犯數,妨害公務,93,84,9
106,30-39歲嫌犯數,違反著作權法,59,52,7
106,30-39歲嫌犯數,違反商標法,15,5,10
106,30-39歲嫌犯數,妨害電腦使用,22,15,7
106,30-39歲嫌犯數,強盜搶奪總計,34,31,3
106,30-39歲嫌犯數,強盜,24,21,3
106,30-39歲嫌犯數,搶奪,10,10,0
106,30-39歲嫌犯數,竊佔,5,4,1
106,30-39歲嫌犯數,偽造有價證券,7,3,4
106,30-39歲嫌犯數,妨害秩序,55,53,2
106,30-39歲嫌犯數,違反藥事法,7,4,3
106,30-39歲嫌犯數,違反國家總動員法,0,0,0
106,30-39歲嫌犯數,違反森林法,0,0,0
106,30-39歲嫌犯數,公共危險,1368,1232,136
106,30-39歲嫌犯數,侵害墳墓屍體,0,0,0
106,30-39歲嫌犯數,重利,30,25,5
106,30-39歲嫌犯數,妨害名譽,168,110,58
106,30-39歲嫌犯數,違反選罷法,0,0,0
106,30-39歲嫌犯數,妨害祕密,16,14,2
106,30-39歲嫌犯數,遺棄,7,2,5
106,30-39歲嫌犯數,違反貪污治罪條例,0,0,0
106,30-39歲嫌犯數,懲治走私條例,0,0,0
106,30-39歲嫌犯數,妨害兵役,0,0,0
106,30-39歲嫌犯數,偽造貨幣,0,0,0
106,30-39歲嫌犯數,偽造度量衡,0,0,0
106,30-39歲嫌犯數,偽證,0,0,0
106,30-39歲嫌犯數,誣告,6,5,1
106,30-39歲嫌犯數,湮滅證據,0,0,0
106,30-39歲嫌犯數,瀆職,0,0,0
106,30-39歲嫌犯數,脫逃,1,0,1
106,30-39歲嫌犯數,藏匿頂替,3,2,1
106,30-39歲嫌犯數,違反槍砲彈藥刀械管制條例,88,82,6
106,30-39歲嫌犯數,違反就業服務法,0,0,0
106,30-39歲嫌犯數,其他,525,333,192
106,40-49歲嫌犯數,總計,8241,7016,1225
106,40-49歲嫌犯數,竊盜總計,1160,957,203
106,40-49歲嫌犯數,重大竊盜,1,1,0
106,40-49歲嫌犯數,普通竊盜,950,753,197
106,40-49歲嫌犯數,汽車竊盜,64,63,1
106,40-49歲嫌犯數,機車竊盜,145,140,5
106,40-49歲嫌犯數,贓物,4,4,0
106,40-49歲嫌犯數,賭博,183,145,38
106,40-49歲嫌犯數,傷害總計,360,287,73
106,40-49歲嫌犯數,重傷害,0,0,0
106,40-49歲嫌犯數,一般傷害,360,287,73
106,40-49歲嫌犯數,詐欺背信總計,310,217,93
106,40-49歲嫌犯數,詐欺,290,205,85
106,40-49歲嫌犯數,背信,20,12,8
106,40-49歲嫌犯數,妨害自由,254,212,42
106,40-49歲嫌犯數,殺人總計,7,7,0
106,40-49歲嫌犯數,故意殺人,7,7,0
106,40-49歲嫌犯數,過失致死,0,0,0
106,40-49歲嫌犯數,駕駛過失,185,146,39
106,40-49歲嫌犯數,妨害婚姻及家庭,29,14,15
106,40-49歲嫌犯數,妨害風化,39,23,16
106,40-49歲嫌犯數,妨害性自主罪總計,54,54,0
106,40-49歲嫌犯數,強制性交,8,8,0
106,40-49歲嫌犯數,共同強制性交,0,0,0
106,40-49歲嫌犯數,對幼性交,0,0,0
106,40-49歲嫌犯數,性交猥褻,46,46,0
106,40-49歲嫌犯數,內亂,0,0,0
106,40-49歲嫌犯數,恐嚇取財總計,21,16,5
106,40-49歲嫌犯數,重大恐嚇取財,0,0,0
106,40-49歲嫌犯數,一般恐嚇取財,21,16,5
106,40-49歲嫌犯數,擄人勒贖,0,0,0
106,40-49歲嫌犯數,侵占,121,81,40
106,40-49歲嫌犯數,偽造文書印文,75,47,28
106,40-49歲嫌犯數,違反毒品危害防制條例總計,2673,2401,272
106,40-49歲嫌犯數,第一級毒品,713,628,85
106,40-49歲嫌犯數,第二級毒品,1948,1761,187
106,40-49歲嫌犯數,第三級毒品,11,11,0
106,40-49歲嫌犯數,第四級毒品,0,0,0
106,40-49歲嫌犯數,其他,1,1,0
106,40-49歲嫌犯數,毀棄損壞,76,65,11
106,40-49歲嫌犯數,妨害公務,78,72,6
106,40-49歲嫌犯數,違反著作權法,48,36,12
106,40-49歲嫌犯數,違反商標法,6,2,4
106,40-49歲嫌犯數,妨害電腦使用,11,8,3
106,40-49歲嫌犯數,強盜搶奪總計,20,17,3
106,40-49歲嫌犯數,強盜,10,8,2
106,40-49歲嫌犯數,搶奪,10,9,1
106,40-49歲嫌犯數,竊佔,19,17,2
106,40-49歲嫌犯數,偽造有價證券,4,4,0
106,40-49歲嫌犯數,妨害秩序,18,17,1
106,40-49歲嫌犯數,違反藥事法,3,2,1
106,40-49歲嫌犯數,違反國家總動員法,0,0,0
106,40-49歲嫌犯數,違反森林法,2,2,0
106,40-49歲嫌犯數,公共危險,1803,1666,137
106,40-49歲嫌犯數,侵害墳墓屍體,0,0,0
106,40-49歲嫌犯數,重利,51,50,1
106,40-49歲嫌犯數,妨害名譽,125,86,39
106,40-49歲嫌犯數,違反選罷法,0,0,0
106,40-49歲嫌犯數,妨害祕密,16,13,3
106,40-49歲嫌犯數,遺棄,5,2,3
106,40-49歲嫌犯數,違反貪污治罪條例,0,0,0
106,40-49歲嫌犯數,懲治走私條例,0,0,0
106,40-49歲嫌犯數,妨害兵役,0,0,0
106,40-49歲嫌犯數,偽造貨幣,0,0,0
106,40-49歲嫌犯數,偽造度量衡,0,0,0
106,40-49歲嫌犯數,偽證,0,0,0
106,40-49歲嫌犯數,誣告,8,3,5
106,40-49歲嫌犯數,湮滅證據,1,1,0
106,40-49歲嫌犯數,瀆職,0,0,0
106,40-49歲嫌犯數,脫逃,1,0,1
106,40-49歲嫌犯數,藏匿頂替,1,1,0
106,40-49歲嫌犯數,違反槍砲彈藥刀械管制條例,39,38,1
106,40-49歲嫌犯數,違反就業服務法,0,0,0
106,40-49歲嫌犯數,其他,431,303,128
106,50-59歲嫌犯數,總計,4762,3938,824
106,50-59歲嫌犯數,竊盜總計,708,525,183
106,50-59歲嫌犯數,重大竊盜,0,0,0
106,50-59歲嫌犯數,普通竊盜,654,473,181
106,50-59歲嫌犯數,汽車竊盜,13,13,0
106,50-59歲嫌犯數,機車竊盜,41,39,2
106,50-59歲嫌犯數,贓物,4,4,0
106,50-59歲嫌犯數,賭博,257,160,97
106,50-59歲嫌犯數,傷害總計,213,169,44
106,50-59歲嫌犯數,重傷害,0,0,0
106,50-59歲嫌犯數,一般傷害,213,169,44
106,50-59歲嫌犯數,詐欺背信總計,169,113,56
106,50-59歲嫌犯數,詐欺,157,105,52
106,50-59歲嫌犯數,背信,12,8,4
106,50-59歲嫌犯數,妨害自由,188,147,41
106,50-59歲嫌犯數,殺人總計,3,3,0
106,50-59歲嫌犯數,故意殺人,2,2,0
106,50-59歲嫌犯數,過失致死,1,1,0
106,50-59歲嫌犯數,駕駛過失,186,159,27
106,50-59歲嫌犯數,妨害婚姻及家庭,11,9,2
106,50-59歲嫌犯數,妨害風化,16,11,5
106,50-59歲嫌犯數,妨害性自主罪總計,42,42,0
106,50-59歲嫌犯數,強制性交,1,1,0
106,50-59歲嫌犯數,共同強制性交,0,0,0
106,50-59歲嫌犯數,對幼性交,0,0,0
106,50-59歲嫌犯數,性交猥褻,41,41,0
106,50-59歲嫌犯數,內亂,0,0,0
106,50-59歲嫌犯數,恐嚇取財總計,7,7,0
106,50-59歲嫌犯數,重大恐嚇取財,0,0,0
106,50-59歲嫌犯數,一般恐嚇取財,7,7,0
106,50-59歲嫌犯數,擄人勒贖,0,0,0
106,50-59歲嫌犯數,侵占,71,45,26
106,50-59歲嫌犯數,偽造文書印文,38,24,14
106,50-59歲嫌犯數,違反毒品危害防制條例總計,713,660,53
106,50-59歲嫌犯數,第一級毒品,235,225,10
106,50-59歲嫌犯數,第二級毒品,474,432,42
106,50-59歲嫌犯數,第三級毒品,3,2,1
106,50-59歲嫌犯數,第四級毒品,1,1,0
106,50-59歲嫌犯數,其他,0,0,0
106,50-59歲嫌犯數,毀棄損壞,73,61,12
106,50-59歲嫌犯數,妨害公務,52,46,6
106,50-59歲嫌犯數,違反著作權法,32,21,11
106,50-59歲嫌犯數,違反商標法,2,1,1
106,50-59歲嫌犯數,妨害電腦使用,5,2,3
106,50-59歲嫌犯數,強盜搶奪總計,9,7,2
106,50-59歲嫌犯數,強盜,7,5,2
106,50-59歲嫌犯數,搶奪,2,2,0
106,50-59歲嫌犯數,竊佔,24,17,7
106,50-59歲嫌犯數,偽造有價證券,2,2,0
106,50-59歲嫌犯數,妨害秩序,6,5,1
106,50-59歲嫌犯數,違反藥事法,1,0,1
106,50-59歲嫌犯數,違反國家總動員法,0,0,0
106,50-59歲嫌犯數,違反森林法,4,4,0
106,50-59歲嫌犯數,公共危險,1563,1439,124
106,50-59歲嫌犯數,侵害墳墓屍體,0,0,0
106,50-59歲嫌犯數,重利,9,7,2
106,50-59歲嫌犯數,妨害名譽,122,77,45
106,50-59歲嫌犯數,違反選罷法,0,0,0
106,50-59歲嫌犯數,妨害祕密,6,4,2
106,50-59歲嫌犯數,遺棄,5,0,5
106,50-59歲嫌犯數,違反貪污治罪條例,0,0,0
106,50-59歲嫌犯數,懲治走私條例,0,0,0
106,50-59歲嫌犯數,妨害兵役,0,0,0
106,50-59歲嫌犯數,偽造貨幣,2,2,0
106,50-59歲嫌犯數,偽造度量衡,0,0,0
106,50-59歲嫌犯數,偽證,0,0,0
106,50-59歲嫌犯數,誣告,9,8,1
106,50-59歲嫌犯數,湮滅證據,0,0,0
106,50-59歲嫌犯數,瀆職,0,0,0
106,50-59歲嫌犯數,脫逃,0,0,0
106,50-59歲嫌犯數,藏匿頂替,0,0,0
106,50-59歲嫌犯數,違反槍砲彈藥刀械管制條例,11,10,1
106,50-59歲嫌犯數,違反就業服務法,0,0,0
106,50-59歲嫌犯數,其他,199,147,52
106,60-64歲嫌犯數,總計,1405,1085,320
106,60-64歲嫌犯數,竊盜總計,266,170,96
106,60-64歲嫌犯數,重大竊盜,0,0,0
106,60-64歲嫌犯數,普通竊盜,246,151,95
106,60-64歲嫌犯數,汽車竊盜,0,0,0
106,60-64歲嫌犯數,機車竊盜,20,19,1
106,60-64歲嫌犯數,贓物,0,0,0
106,60-64歲嫌犯數,賭博,144,93,51
106,60-64歲嫌犯數,傷害總計,82,63,19
106,60-64歲嫌犯數,重傷害,0,0,0
106,60-64歲嫌犯數,一般傷害,82,63,19
106,60-64歲嫌犯數,詐欺背信總計,40,22,18
106,60-64歲嫌犯數,詐欺,37,22,15
106,60-64歲嫌犯數,背信,3,0,3
106,60-64歲嫌犯數,妨害自由,52,40,12
106,60-64歲嫌犯數,殺人總計,1,1,0
106,60-64歲嫌犯數,故意殺人,1,1,0
106,60-64歲嫌犯數,過失致死,0,0,0
106,60-64歲嫌犯數,駕駛過失,83,69,14
106,60-64歲嫌犯數,妨害婚姻及家庭,5,3,2
106,60-64歲嫌犯數,妨害風化,12,5,7
106,60-64歲嫌犯數,妨害性自主罪總計,10,9,1
106,60-64歲嫌犯數,強制性交,1,1,0
106,60-64歲嫌犯數,共同強制性交,0,0,0
106,60-64歲嫌犯數,對幼性交,1,1,0
106,60-64歲嫌犯數,性交猥褻,8,7,1
106,60-64歲嫌犯數,內亂,0,0,0
106,60-64歲嫌犯數,恐嚇取財總計,1,1,0
106,60-64歲嫌犯數,重大恐嚇取財,0,0,0
106,60-64歲嫌犯數,一般恐嚇取財,1,1,0
106,60-64歲嫌犯數,擄人勒贖,0,0,0
106,60-64歲嫌犯數,侵占,34,22,12
106,60-64歲嫌犯數,偽造文書印文,8,4,4
106,60-64歲嫌犯數,違反毒品危害防制條例總計,108,97,11
106,60-64歲嫌犯數,第一級毒品,40,35,5
106,60-64歲嫌犯數,第二級毒品,66,61,5
106,60-64歲嫌犯數,第三級毒品,2,1,1
106,60-64歲嫌犯數,第四級毒品,0,0,0
106,60-64歲嫌犯數,其他,0,0,0
106,60-64歲嫌犯數,毀棄損壞,19,16,3
106,60-64歲嫌犯數,妨害公務,13,10,3
106,60-64歲嫌犯數,違反著作權法,8,6,2
106,60-64歲嫌犯數,違反商標法,1,1,0
106,60-64歲嫌犯數,妨害電腦使用,2,2,0
106,60-64歲嫌犯數,強盜搶奪總計,1,0,1
106,60-64歲嫌犯數,強盜,1,0,1
106,60-64歲嫌犯數,搶奪,0,0,0
106,60-64歲嫌犯數,竊佔,6,6,0
106,60-64歲嫌犯數,偽造有價證券,0,0,0
106,60-64歲嫌犯數,妨害秩序,0,0,0
106,60-64歲嫌犯數,違反藥事法,0,0,0
106,60-64歲嫌犯數,違反國家總動員法,0,0,0
106,60-64歲嫌犯數,違反森林法,2,2,0
106,60-64歲嫌犯數,公共危險,399,374,25
106,60-64歲嫌犯數,侵害墳墓屍體,0,0,0
106,60-64歲嫌犯數,重利,2,0,2
106,60-64歲嫌犯數,妨害名譽,44,25,19
106,60-64歲嫌犯數,違反選罷法,0,0,0
106,60-64歲嫌犯數,妨害祕密,0,0,0
106,60-64歲嫌犯數,遺棄,1,0,1
106,60-64歲嫌犯數,違反貪污治罪條例,0,0,0
106,60-64歲嫌犯數,懲治走私條例,0,0,0
106,60-64歲嫌犯數,妨害兵役,0,0,0
106,60-64歲嫌犯數,偽造貨幣,0,0,0
106,60-64歲嫌犯數,偽造度量衡,0,0,0
106,60-64歲嫌犯數,偽證,0,0,0
106,60-64歲嫌犯數,誣告,2,0,2
106,60-64歲嫌犯數,湮滅證據,0,0,0
106,60-64歲嫌犯數,瀆職,0,0,0
106,60-64歲嫌犯數,脫逃,0,0,0
106,60-64歲嫌犯數,藏匿頂替,0,0,0
106,60-64歲嫌犯數,違反槍砲彈藥刀械管制條例,1,1,0
106,60-64歲嫌犯數,違反就業服務法,1,0,1
106,60-64歲嫌犯數,其他,57,43,14
106,65-69歲嫌犯數,總計,736,570,166
106,65-69歲嫌犯數,竊盜總計,151,88,63
106,65-69歲嫌犯數,重大竊盜,0,0,0
106,65-69歲嫌犯數,普通竊盜,147,85,62
106,65-69歲嫌犯數,汽車竊盜,2,2,0
106,65-69歲嫌犯數,機車竊盜,2,1,1
106,65-69歲嫌犯數,贓物,2,0,2
106,65-69歲嫌犯數,賭博,102,71,31
106,65-69歲嫌犯數,傷害總計,50,39,11
106,65-69歲嫌犯數,重傷害,0,0,0
106,65-69歲嫌犯數,一般傷害,50,39,11
106,65-69歲嫌犯數,詐欺背信總計,26,24,2
106,65-69歲嫌犯數,詐欺,22,20,2
106,65-69歲嫌犯數,背信,4,4,0
106,65-69歲嫌犯數,妨害自由,34,25,9
106,65-69歲嫌犯數,殺人總計,1,1,0
106,65-69歲嫌犯數,故意殺人,1,1,0
106,65-69歲嫌犯數,過失致死,0,0,0
106,65-69歲嫌犯數,駕駛過失,45,42,3
106,65-69歲嫌犯數,妨害婚姻及家庭,2,2,0
106,65-69歲嫌犯數,妨害風化,1,0,1
106,65-69歲嫌犯數,妨害性自主罪總計,7,7,0
106,65-69歲嫌犯數,強制性交,0,0,0
106,65-69歲嫌犯數,共同強制性交,0,0,0
106,65-69歲嫌犯數,對幼性交,1,1,0
106,65-69歲嫌犯數,性交猥褻,6,6,0
106,65-69歲嫌犯數,內亂,0,0,0
106,65-69歲嫌犯數,恐嚇取財總計,1,1,0
106,65-69歲嫌犯數,重大恐嚇取財,0,0,0
106,65-69歲嫌犯數,一般恐嚇取財,1,1,0
106,65-69歲嫌犯數,擄人勒贖,0,0,0
106,65-69歲嫌犯數,侵占,16,8,8
106,65-69歲嫌犯數,偽造文書印文,8,4,4
106,65-69歲嫌犯數,違反毒品危害防制條例總計,29,29,0
106,65-69歲嫌犯數,第一級毒品,13,13,0
106,65-69歲嫌犯數,第二級毒品,16,16,0
106,65-69歲嫌犯數,第三級毒品,0,0,0
106,65-69歲嫌犯數,第四級毒品,0,0,0
106,65-69歲嫌犯數,其他,0,0,0
106,65-69歲嫌犯數,毀棄損壞,12,6,6
106,65-69歲嫌犯數,妨害公務,2,2,0
106,65-69歲嫌犯數,違反著作權法,3,2,1
106,65-69歲嫌犯數,違反商標法,0,0,0
106,65-69歲嫌犯數,妨害電腦使用,1,0,1
106,65-69歲嫌犯數,強盜搶奪總計,1,1,0
106,65-69歲嫌犯數,強盜,0,0,0
106,65-69歲嫌犯數,搶奪,1,1,0
106,65-69歲嫌犯數,竊佔,2,2,0
106,65-69歲嫌犯數,偽造有價證券,0,0,0
106,65-69歲嫌犯數,妨害秩序,0,0,0
106,65-69歲嫌犯數,違反藥事法,0,0,0
106,65-69歲嫌犯數,違反國家總動員法,0,0,0
106,65-69歲嫌犯數,違反森林法,0,0,0
106,65-69歲嫌犯數,公共危險,175,166,9
106,65-69歲嫌犯數,侵害墳墓屍體,0,0,0
106,65-69歲嫌犯數,重利,1,0,1
106,65-69歲嫌犯數,妨害名譽,23,14,9
106,65-69歲嫌犯數,違反選罷法,0,0,0
106,65-69歲嫌犯數,妨害祕密,0,0,0
106,65-69歲嫌犯數,遺棄,0,0,0
106,65-69歲嫌犯數,違反貪污治罪條例,0,0,0
106,65-69歲嫌犯數,懲治走私條例,0,0,0
106,65-69歲嫌犯數,妨害兵役,0,0,0
106,65-69歲嫌犯數,偽造貨幣,0,0,0
106,65-69歲嫌犯數,偽造度量衡,0,0,0
106,65-69歲嫌犯數,偽證,0,0,0
106,65-69歲嫌犯數,誣告,2,2,0
106,65-69歲嫌犯數,湮滅證據,0,0,0
106,65-69歲嫌犯數,瀆職,0,0,0
106,65-69歲嫌犯數,脫逃,0,0,0
106,65-69歲嫌犯數,藏匿頂替,0,0,0
106,65-69歲嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
106,65-69歲嫌犯數,違反就業服務法,0,0,0
106,65-69歲嫌犯數,其他,39,34,5
106,70歲以上嫌犯數,總計,487,348,139
106,70歲以上嫌犯數,竊盜總計,159,91,68
106,70歲以上嫌犯數,重大竊盜,0,0,0
106,70歲以上嫌犯數,普通竊盜,156,89,67
106,70歲以上嫌犯數,汽車竊盜,0,0,0
106,70歲以上嫌犯數,機車竊盜,3,2,1
106,70歲以上嫌犯數,贓物,0,0,0
106,70歲以上嫌犯數,賭博,70,48,22
106,70歲以上嫌犯數,傷害總計,34,26,8
106,70歲以上嫌犯數,重傷害,0,0,0
106,70歲以上嫌犯數,一般傷害,34,26,8
106,70歲以上嫌犯數,詐欺背信總計,9,6,3
106,70歲以上嫌犯數,詐欺,8,6,2
106,70歲以上嫌犯數,背信,1,0,1
106,70歲以上嫌犯數,妨害自由,15,11,4
106,70歲以上嫌犯數,殺人總計,0,0,0
106,70歲以上嫌犯數,故意殺人,0,0,0
106,70歲以上嫌犯數,過失致死,0,0,0
106,70歲以上嫌犯數,駕駛過失,22,17,5
106,70歲以上嫌犯數,妨害婚姻及家庭,0,0,0
106,70歲以上嫌犯數,妨害風化,1,0,1
106,70歲以上嫌犯數,妨害性自主罪總計,11,11,0
106,70歲以上嫌犯數,強制性交,1,1,0
106,70歲以上嫌犯數,共同強制性交,0,0,0
106,70歲以上嫌犯數,對幼性交,0,0,0
106,70歲以上嫌犯數,性交猥褻,10,10,0
106,70歲以上嫌犯數,內亂,0,0,0
106,70歲以上嫌犯數,恐嚇取財總計,0,0,0
106,70歲以上嫌犯數,重大恐嚇取財,0,0,0
106,70歲以上嫌犯數,一般恐嚇取財,0,0,0
106,70歲以上嫌犯數,擄人勒贖,0,0,0
106,70歲以上嫌犯數,侵占,16,9,7
106,70歲以上嫌犯數,偽造文書印文,3,1,2
106,70歲以上嫌犯數,違反毒品危害防制條例總計,12,10,2
106,70歲以上嫌犯數,第一級毒品,7,7,0
106,70歲以上嫌犯數,第二級毒品,5,3,2
106,70歲以上嫌犯數,第三級毒品,0,0,0
106,70歲以上嫌犯數,第四級毒品,0,0,0
106,70歲以上嫌犯數,其他,0,0,0
106,70歲以上嫌犯數,毀棄損壞,11,10,1
106,70歲以上嫌犯數,妨害公務,5,5,0
106,70歲以上嫌犯數,違反著作權法,2,2,0
106,70歲以上嫌犯數,違反商標法,0,0,0
106,70歲以上嫌犯數,妨害電腦使用,1,1,0
106,70歲以上嫌犯數,強盜搶奪總計,0,0,0
106,70歲以上嫌犯數,強盜,0,0,0
106,70歲以上嫌犯數,搶奪,0,0,0
106,70歲以上嫌犯數,竊佔,9,5,4
106,70歲以上嫌犯數,偽造有價證券,0,0,0
106,70歲以上嫌犯數,妨害秩序,0,0,0
106,70歲以上嫌犯數,違反藥事法,0,0,0
106,70歲以上嫌犯數,違反國家總動員法,0,0,0
106,70歲以上嫌犯數,違反森林法,0,0,0
106,70歲以上嫌犯數,公共危險,72,67,5
106,70歲以上嫌犯數,侵害墳墓屍體,0,0,0
106,70歲以上嫌犯數,重利,0,0,0
106,70歲以上嫌犯數,妨害名譽,14,11,3
106,70歲以上嫌犯數,違反選罷法,0,0,0
106,70歲以上嫌犯數,妨害祕密,0,0,0
106,70歲以上嫌犯數,遺棄,0,0,0
106,70歲以上嫌犯數,違反貪污治罪條例,0,0,0
106,70歲以上嫌犯數,懲治走私條例,0,0,0
106,70歲以上嫌犯數,妨害兵役,0,0,0
106,70歲以上嫌犯數,偽造貨幣,0,0,0
106,70歲以上嫌犯數,偽造度量衡,0,0,0
106,70歲以上嫌犯數,偽證,0,0,0
106,70歲以上嫌犯數,誣告,0,0,0
106,70歲以上嫌犯數,湮滅證據,0,0,0
106,70歲以上嫌犯數,瀆職,0,0,0
106,70歲以上嫌犯數,脫逃,0,0,0
106,70歲以上嫌犯數,藏匿頂替,0,0,0
106,70歲以上嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
106,70歲以上嫌犯數,違反就業服務法,0,0,0
106,70歲以上嫌犯數,其他,21,17,4
106,年齡不詳嫌犯數,總計,1,1,0
106,年齡不詳嫌犯數,竊盜總計,0,0,0
106,年齡不詳嫌犯數,重大竊盜,0,0,0
106,年齡不詳嫌犯數,普通竊盜,0,0,0
106,年齡不詳嫌犯數,汽車竊盜,0,0,0
106,年齡不詳嫌犯數,機車竊盜,0,0,0
106,年齡不詳嫌犯數,贓物,0,0,0
106,年齡不詳嫌犯數,賭博,0,0,0
106,年齡不詳嫌犯數,傷害總計,1,1,0
106,年齡不詳嫌犯數,重傷害,0,0,0
106,年齡不詳嫌犯數,一般傷害,1,1,0
106,年齡不詳嫌犯數,詐欺背信總計,0,0,0
106,年齡不詳嫌犯數,詐欺,0,0,0
106,年齡不詳嫌犯數,背信,0,0,0
106,年齡不詳嫌犯數,妨害自由,0,0,0
106,年齡不詳嫌犯數,殺人總計,0,0,0
106,年齡不詳嫌犯數,故意殺人,0,0,0
106,年齡不詳嫌犯數,過失致死,0,0,0
106,年齡不詳嫌犯數,駕駛過失,0,0,0
106,年齡不詳嫌犯數,妨害婚姻及家庭,0,0,0
106,年齡不詳嫌犯數,妨害風化,0,0,0
106,年齡不詳嫌犯數,妨害性自主罪總計,0,0,0
106,年齡不詳嫌犯數,強制性交,0,0,0
106,年齡不詳嫌犯數,共同強制性交,0,0,0
106,年齡不詳嫌犯數,對幼性交,0,0,0
106,年齡不詳嫌犯數,性交猥褻,0,0,0
106,年齡不詳嫌犯數,內亂,0,0,0
106,年齡不詳嫌犯數,恐嚇取財總計,0,0,0
106,年齡不詳嫌犯數,重大恐嚇取財,0,0,0
106,年齡不詳嫌犯數,一般恐嚇取財,0,0,0
106,年齡不詳嫌犯數,擄人勒贖,0,0,0
106,年齡不詳嫌犯數,侵占,0,0,0
106,年齡不詳嫌犯數,偽造文書印文,0,0,0
106,年齡不詳嫌犯數,違反毒品危害防制條例總計,0,0,0
106,年齡不詳嫌犯數,第一級毒品,0,0,0
106,年齡不詳嫌犯數,第二級毒品,0,0,0
106,年齡不詳嫌犯數,第三級毒品,0,0,0
106,年齡不詳嫌犯數,第四級毒品,0,0,0
106,年齡不詳嫌犯數,其他,0,0,0
106,年齡不詳嫌犯數,毀棄損壞,0,0,0
106,年齡不詳嫌犯數,妨害公務,0,0,0
106,年齡不詳嫌犯數,違反著作權法,0,0,0
106,年齡不詳嫌犯數,違反商標法,0,0,0
106,年齡不詳嫌犯數,妨害電腦使用,0,0,0
106,年齡不詳嫌犯數,強盜搶奪總計,0,0,0
106,年齡不詳嫌犯數,強盜,0,0,0
106,年齡不詳嫌犯數,搶奪,0,0,0
106,年齡不詳嫌犯數,竊佔,0,0,0
106,年齡不詳嫌犯數,偽造有價證券,0,0,0
106,年齡不詳嫌犯數,妨害秩序,0,0,0
106,年齡不詳嫌犯數,違反藥事法,0,0,0
106,年齡不詳嫌犯數,違反國家總動員法,0,0,0
106,年齡不詳嫌犯數,違反森林法,0,0,0
106,年齡不詳嫌犯數,公共危險,0,0,0
106,年齡不詳嫌犯數,侵害墳墓屍體,0,0,0
106,年齡不詳嫌犯數,重利,0,0,0
106,年齡不詳嫌犯數,妨害名譽,0,0,0
106,年齡不詳嫌犯數,違反選罷法,0,0,0
106,年齡不詳嫌犯數,妨害祕密,0,0,0
106,年齡不詳嫌犯數,遺棄,0,0,0
106,年齡不詳嫌犯數,違反貪污治罪條例,0,0,0
106,年齡不詳嫌犯數,懲治走私條例,0,0,0
106,年齡不詳嫌犯數,妨害兵役,0,0,0
106,年齡不詳嫌犯數,偽造貨幣,0,0,0
106,年齡不詳嫌犯數,偽造度量衡,0,0,0
106,年齡不詳嫌犯數,偽證,0,0,0
106,年齡不詳嫌犯數,誣告,0,0,0
106,年齡不詳嫌犯數,湮滅證據,0,0,0
106,年齡不詳嫌犯數,瀆職,0,0,0
106,年齡不詳嫌犯數,脫逃,0,0,0
106,年齡不詳嫌犯數,藏匿頂替,0,0,0
106,年齡不詳嫌犯數,違反槍砲彈藥刀械管制條例,0,0,0
106,年齡不詳嫌犯數,違反就業服務法,0,0,0
106,年齡不詳嫌犯數,其他,0,0,0
